year,decade,rank,title,artist
2013,2010s,86,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo
2013,2010s,87,U.O.E.N.O.,Rocko featuring Future and Rick Ross
2013,2010s,88,Next to Me,Emeli Sandé
2013,2010s,89,Mama's Broken Heart,Miranda Lambert
2013,2010s,90,It Goes Like This,Thomas Rhett
2013,2010s,91,Bugatti,Ace Hood featuring Future and Rick Ross
2013,2010s,92,Wanted,Hunter Hayes
2013,2010s,93,Downtown,Lady Antebellum
2013,2010s,94,Get Your Shine On,Florida Georgia Line
2013,2010s,95,#thatPower,will.i.am featuring Justin Bieber
2013,2010s,96,Brave,Sara Bareilles
2013,2010s,97,Let Her Go,Passenger
2013,2010s,98,Runnin' Outta Moonlight,Randy Houser
2013,2010s,99,I'm Different,2 Chainz
2013,2010s,100,Still Into You,Paramore
2014,2010s,1,Happy,Pharrell Williams
2014,2010s,2,Dark Horse,Katy Perry featuring Juicy J
2014,2010s,3,All of Me,John Legend
2014,2010s,4,Fancy,Iggy Azalea featuring Charli XCX
2014,2010s,5,Counting Stars,OneRepublic
2014,2010s,6,Talk Dirty,Jason Derulo featuring 2 Chainz
2014,2010s,7,Rude,Magic!
2014,2010s,8,All About That Bass,Meghan Trainor
2014,2010s,9,Problem,Ariana Grande featuring Iggy Azalea
2014,2010s,10,Stay with Me,Sam Smith
2014,2010s,11,Timber,Pitbull featuring Kesha
2014,2010s,12,Pompeii,Bastille
2014,2010s,13,Shake It Off,Taylor Swift
2014,2010s,14,Am I Wrong,Nico & Vinz
2014,2010s,15,Turn Down for What,DJ Snake and Lil Jon
2014,2010s,16,The Monster,Eminem featuring Rihanna
2014,2010s,17,Say Something,A Great Big World and Christina Aguilera
2014,2010s,18,Team,Lorde
2014,2010s,19,Let Her Go,Passenger
2014,2010s,20,Royals,Lorde
2014,2010s,21,Let It Go,Idina Menzel
2014,2010s,22,Wake Me Up,Avicii
2014,2010s,23,Demons,Imagine Dragons
2014,2010s,24,Story of My Life,One Direction
2014,2010s,25,Chandelier,Sia
2014,2010s,26,Black Widow,Iggy Azalea featuring Rita Ora
2014,2010s,27,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj"
2014,2010s,28,Latch,Disclosure featuring Sam Smith
2014,2010s,29,Maps,Maroon 5
2014,2010s,30,Loyal,Chris Brown featuring Lil Wayne and French Montana or Too Short or Tyga
2014,2010s,31,Best Day of My Life,American Authors
2014,2010s,32,Habits (Stay High),Tove Lo
2014,2010s,33,Summer,Calvin Harris
2014,2010s,34,Boom Clap,Charli XCX
2014,2010s,35,Drunk in Love,Beyoncé featuring Jay-Z
2014,2010s,36,Anaconda,Nicki Minaj
2014,2010s,37,Break Free,Ariana Grande featuring Zedd
2014,2010s,38,Bailando,Enrique Iglesias featuring Descemer Bueno and Gente de Zona
2014,2010s,39,Burn,Ellie Goulding
2014,2010s,40,Wiggle,Jason Derulo featuring Snoop Dogg
2014,2010s,41,Rather Be,Clean Bandit featuring Jess Glynne
2014,2010s,42,Don't Tell 'Em,Jeremih featuring YG
2014,2010s,43,Show Me,Kid Ink featuring Chris Brown
2014,2010s,44,Wrecking Ball,Miley Cyrus
2014,2010s,45,Not a Bad Thing,Justin Timberlake
2014,2010s,46,Roar,Katy Perry
2014,2010s,47,Ain't It Fun,Paramore
2014,2010s,48,The Man,Aloe Blacc
2014,2010s,49,This Is How We Roll,Florida Georgia Line featuring Luke Bryan
2014,2010s,50,Classic,MKTO
2014,2010s,51,A Sky Full of Stars,Coldplay
2014,2010s,52,Don't,Ed Sheeran
2014,2010s,53,Na Na,Trey Songz
2014,2010s,54,Hot Boy,Bobby Shmurda
2014,2010s,55,"Hold On, We're Going Home",Drake featuring Majid Jordan
2014,2010s,56,Sing,Ed Sheeran
2014,2010s,57,Radioactive,Imagine Dragons
2014,2010s,58,My Hitta,YG featuring Jeezy and Rich Homie Quan
2014,2010s,59,Cool Kids,Echosmith
2014,2010s,60,Hey Brother,Avicii
2014,2010s,61,Trumpets,Jason Derulo
2014,2010s,62,Animals,Maroon 5
2014,2010s,63,Burnin' It Down,Jason Aldean
2014,2010s,64,Play It Again,Luke Bryan
2014,2010s,65,2 On,Tinashe featuring ScHoolboy Q
2014,2010s,66,Dirt,Florida Georgia Line
2014,2010s,67,Love Runs Out,OneRepublic
2014,2010s,68,Bottoms Up,Brantley Gilbert
2014,2010s,69,Shower,Becky G
2014,2010s,70,Me and My Broken Heart,Rixton
2014,2010s,71,Animals,Martin Garrix
2014,2010s,72,Lifestyle,Rich Gang featuring Young Thug and Rich Homie Quan
2014,2010s,73,American Kids,Kenny Chesney
2014,2010s,74,Brave,Sara Bareilles
2014,2010s,75,Sweater Weather,The Neighbourhood
2014,2010s,76,Leave the Night On,Sam Hunt
2014,2010s,77,New Flame,Chris Brown featuring Usher and Rick Ross
2014,2010s,78,Love Never Felt So Good,Michael Jackson and Justin Timberlake
2014,2010s,79,Drunk on a Plane,Dierks Bentley
2014,2010s,80,Birthday,Katy Perry
2014,2010s,81,Bartender,Lady Antebellum
2014,2010s,82,La La La,Naughty Boy featuring Sam Smith
2014,2010s,83,Blurred Lines,Robin Thicke featuring T.I. and Pharrell Williams
2014,2010s,84,Do What U Want,Lady Gaga featuring R. Kelly
2014,2010s,85,Can't Remember to Forget You,Shakira featuring Rihanna
2014,2010s,86,Amnesia,5 Seconds of Summer
2014,2010s,87,No Mediocre,T.I. featuring Iggy Azalea
2014,2010s,88,Come with Me Now,KONGOS
2014,2010s,89,Believe Me,Lil Wayne featuring Drake
2014,2010s,90,23,"Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J"
2014,2010s,91,Beachin',Jake Owen
2014,2010s,92,White Walls,Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis
2014,2010s,93,She Looks So Perfect,5 Seconds of Summer
2014,2010s,94,Stay the Night,Zedd featuring Hayley Williams
2014,2010s,95,Partition,Beyoncé
2014,2010s,96,Studio,ScHoolboy Q featuring BJ the Chicago Kid
2014,2010s,97,0 to 100 / The Catch Up,Drake
2014,2010s,98,I Don't Dance,Lee Brice
2014,2010s,99,Somethin' Bad,Miranda Lambert and Carrie Underwood
2014,2010s,100,Adore You,Miley Cyrus
2015,2010s,1,Uptown Funk,Mark Ronson featuring Bruno Mars
2015,2010s,2,Thinking Out Loud,Ed Sheeran
2015,2010s,3,See You Again,Wiz Khalifa featuring Charlie Puth
2015,2010s,4,Trap Queen,Fetty Wap
2015,2010s,5,Sugar,Maroon 5
2015,2010s,6,Shut Up and Dance,Walk the Moon
2015,2010s,7,Blank Space,Taylor Swift
2015,2010s,8,Watch Me,Silentó
2015,2010s,9,Earned It,The Weeknd
2015,2010s,11,Cheerleader (Felix Jaehn Remix),OMI
2015,2010s,12,Can't Feel My Face,The Weeknd
2015,2010s,13,Love Me Like You Do,Ellie Goulding
2015,2010s,14,Take Me to Church,Hozier
2015,2010s,15,Bad Blood,Taylor Swift featuring Kendrick Lamar
2015,2010s,16,Lean On,Major Lazer and DJ Snake featuring MØ
2015,2010s,17,Want to Want Me,Jason Derulo
2015,2010s,18,Shake It Off,Taylor Swift
2015,2010s,19,Where Are Ü Now,Skrillex and Diplo (Jack Ü) featuring Justin Bieber
2015,2010s,20,Fight Song,Rachel Platten
2015,2010s,21,679,Fetty Wap featuring Remy Boyz
2015,2010s,22,Lips Are Movin,Meghan Trainor
2015,2010s,23,Worth It,Fifth Harmony featuring Kid Ink
2015,2010s,24,Post to Be,Omarion featuring Chris Brown and Jhené Aiko
2015,2010s,25,"Honey, I'm Good.",Andy Grammer
2015,2010s,26,I'm Not the Only One,Sam Smith
2015,2010s,27,Good for You,Selena Gomez featuring ASAP Rocky
2015,2010s,28,All About That Bass,Meghan Trainor
2015,2010s,29,Style,Taylor Swift
2015,2010s,30,Hotline Bling,Drake
2015,2010s,31,Hey Mama,"David Guetta featuring Nicki Minaj, Bebe Rexha and Afrojack"
2015,2010s,32,G.D.F.R.,Flo Rida featuring Sage the Gemini and Lookas
2015,2010s,33,What Do You Mean?,Justin Bieber
2015,2010s,34,Photograph,Ed Sheeran
2015,2010s,35,Hello,Adele
2015,2010s,36,Stitches,Shawn Mendes
2015,2010s,37,Talking Body,Tove Lo
2015,2010s,38,Jealous,Nick Jonas
2015,2010s,39,Time of Our Lives,Pitbull and Ne-Yo
2015,2010s,40,Locked Away,R. City featuring Adam Levine
2015,2010s,41,Somebody,Natalie La Rose featuring Jeremih
2015,2010s,42,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney"
2015,2010s,43,Centuries,Fall Out Boy
2015,2010s,44,My Way,Fetty Wap featuring Monty
2015,2010s,45,Take Your Time,Sam Hunt
2015,2010s,46,Animals,Maroon 5
2015,2010s,47,I Don't Fuck with You,Big Sean featuring E-40
2015,2010s,48,Bitch Better Have My Money,Rihanna
2015,2010s,49,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan
2015,2010s,50,Nasty Freestyle,T-Wayne
2015,2010s,51,Only,"Nicki Minaj featuring Drake, Lil Wayne and Chris Brown"
2015,2010s,52,Elastic Heart,Sia
2015,2010s,53,Cool for the Summer,Demi Lovato
2015,2010s,54,Renegades,X Ambassadors
2015,2010s,55,I Don't Mind,Usher featuring Juicy J
2015,2010s,56,Love Me Harder,Ariana Grande and The Weeknd
2015,2010s,57,Wildest Dreams,Taylor Swift
2015,2010s,58,Stay with Me,Sam Smith
2015,2010s,59,You Know You Like It,DJ Snake and AlunaGeorge
2015,2010s,60,Uma Thurman,Fall Out Boy
2015,2010s,61,7/11,Beyoncé
2015,2010s,62,The Heart Wants What It Wants,Selena Gomez
2015,2010s,63,Girl Crush,Little Big Town
2015,2010s,64,Slow Motion,Trey Songz
2015,2010s,65,Drag Me Down,One Direction
2015,2010s,66,Truffle Butter,Nicki Minaj featuring Drake and Lil Wayne
2015,2010s,67,One Last Time,Ariana Grande
2015,2010s,68,Chains,Nick Jonas
2015,2010s,69,All Eyes on You,Meek Mill featuring Chris Brown and Nicki Minaj
2015,2010s,70,No Type,Rae Sremmurd
2015,2010s,71,Riptide,Vance Joy
2015,2010s,72,Classic Man,Jidenna featuring Roman GianArthur
2015,2010s,73,Ex's & Oh's,Elle King
2015,2010s,74,Dear Future Husband,Meghan Trainor
2015,2010s,75,Marvin Gaye,Charlie Puth featuring Meghan Trainor
2015,2010s,76,Like I'm Gonna Lose You,Meghan Trainor featuring John Legend
2015,2010s,77,Habits (Stay High),Tove Lo
2015,2010s,78,The Hanging Tree,James Newton Howard featuring Jennifer Lawrence
2015,2010s,79,CoCo,O.T. Genasis
2015,2010s,80,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj"
2015,2010s,81,Lay Me Down,Sam Smith
2015,2010s,82,Tuesday,ILoveMakonnen featuring Drake
2015,2010s,83,Hit the Quan,iLoveMemphis
2015,2010s,84,Downtown,"Macklemore & Ryan Lewis featuring Eric Nally, Melle Mel, Kool Moe Dee and Grandmaster Caz"
2015,2010s,85,House Party,Sam Hunt
2015,2010s,86,Ayo,Chris Brown and Tyga
2015,2010s,87,Kick the Dust Up,Luke Bryan
2015,2010s,88,Blessings,Big Sean featuring Drake and Kanye West
2015,2010s,89,Budapest,George Ezra
2015,2010s,90,Chandelier,Sia
2015,2010s,91,Heartbeat Song,Kelly Clarkson
2015,2010s,92,Don't,Ed Sheeran
2015,2010s,93,Ghost,Ella Henderson
2015,2010s,94,Here,Alessia Cara
2015,2010s,95,Waves (Robin Schulz Remix),Mr Probz
2015,2010s,96,El Perdón,Nicky Jam and Enrique Iglesias
2015,2010s,97,She Knows,Ne-Yo featuring Juicy J
2015,2010s,98,Night Changes,One Direction
2015,2010s,99,Back to Back,Drake
2015,2010s,100,How Deep Is Your Love,Calvin Harris and Disciples
2016,2010s,1,Love Yourself,Justin Bieber
2016,2010s,3,One Dance,Drake featuring Wizkid and Kyla
2016,2010s,4,Work,Rihanna featuring Drake
2016,2010s,5,Stressed Out,Twenty One Pilots
2016,2010s,6,Panda,Desiigner
2016,2010s,7,Hello,Adele
2016,2010s,8,Don't Let Me Down,The Chainsmokers featuring Daya
2016,2010s,9,Can't Stop the Feeling!,Justin Timberlake
2016,2010s,10,Closer,The Chainsmokers featuring Halsey
2016,2010s,11,Cheap Thrills,Sia featuring Sean Paul
2016,2010s,12,7 Years,Lukas Graham
2016,2010s,13,Needed Me,Rihanna
2016,2010s,14,My House,Flo Rida
2016,2010s,15,I Took a Pill in Ibiza,Mike Posner
2016,2010s,16,Work from Home,Fifth Harmony featuring Ty Dolla Sign
2016,2010s,17,This Is What You Came For,Calvin Harris featuring Rihanna
2016,2010s,18,Cake by the Ocean,DNCE
2016,2010s,19,"Me, Myself & I",G-Eazy and Bebe Rexha
2016,2010s,20,Ride,Twenty One Pilots
2016,2010s,22,Pillowtalk,Zayn
2016,2010s,23,Stitches,Shawn Mendes
2016,2010s,24,Hotline Bling,Drake
2016,2010s,25,Cold Water,Major Lazer featuring Justin Bieber and MØ
2016,2010s,26,Send My Love (To Your New Lover),Adele
2016,2010s,27,Roses,The Chainsmokers featuring Rozes
2016,2010s,28,Treat You Better,Shawn Mendes
2016,2010s,29,Too Good,Drake featuring Rihanna
2016,2010s,30,Low Life,Future featuring The Weeknd
2016,2010s,31,What Do You Mean?,Justin Bieber
2016,2010s,32,The Hills,The Weeknd
2016,2010s,33,Just Like Fire,P!nk
2016,2010s,34,Broccoli,DRAM featuring Lil Yachty
2016,2010s,35,Don't,Bryson Tiller
2016,2010s,36,Dangerous Woman,Ariana Grande
2016,2010s,37,Jumpman,Drake and Future
2016,2010s,38,"I Hate U, I Love U",Gnash featuring Olivia O'Brien
2016,2010s,39,Here,Alessia Cara
2016,2010s,40,Same Old Love,Selena Gomez
2016,2010s,41,Controlla,Drake
2016,2010s,42,Like I'm Gonna Lose You,Meghan Trainor featuring John Legend
2016,2010s,43,One Call Away,Charlie Puth
2016,2010s,44,Let It Go,James Bay
2016,2010s,45,No,Meghan Trainor
2016,2010s,46,Never Forget You,Zara Larsson and MNEK
2016,2010s,47,Let Me Love You,DJ Snake featuring Justin Bieber
2016,2010s,48,Don't Mind,Kent Jones
2016,2010s,49,H.O.L.Y.,Florida Georgia Line
2016,2010s,50,We Don't Talk Anymore,Charlie Puth featuring Selena Gomez
2016,2010s,51,Into You,Ariana Grande
2016,2010s,52,Gold,Kiiara
2016,2010s,53,Exchange,Bryson Tiller
2016,2010s,54,679,Fetty Wap featuring Remy Boyz
2016,2010s,55,Oui,Jeremih
2016,2010s,56,Hands to Myself,Selena Gomez
2016,2010s,57,2 Phones,Kevin Gates
2016,2010s,58,Starboy,The Weeknd featuring Daft Punk
2016,2010s,59,For Free,DJ Khaled featuring Drake
2016,2010s,60,Never Be Like You,Flume featuring Kai
2016,2010s,61,In the Night,The Weeknd
2016,2010s,62,Me Too,Meghan Trainor
2016,2010s,63,Ex's & Oh's,Elle King
2016,2010s,64,Die a Happy Man,Thomas Rhett
2016,2010s,65,White Iverson,Post Malone
2016,2010s,66,Close,Nick Jonas featuring Tove Lo
2016,2010s,67,Unsteady,X Ambassadors
2016,2010s,68,Sucker for Pain,"Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign featuring X Ambassadors"
2016,2010s,69,Down in the DM,Yo Gotti featuring Nicki Minaj
2016,2010s,70,Luv,Tory Lanez
2016,2010s,71,Sorry,Beyoncé
2016,2010s,72,Can't Feel My Face,The Weeknd
2016,2010s,73,Hymn for the Weekend,Coldplay
2016,2010s,74,Say It,Tory Lanez
2016,2010s,75,Antidote,Travis Scott
2016,2010s,76,Lost Boy,Ruth B
2016,2010s,77,Side to Side,Ariana Grande featuring Nicki Minaj
2016,2010s,78,"Sit Still, Look Pretty",Daya
2016,2010s,79,Wildest Dreams,Taylor Swift
2016,2010s,80,Middle,DJ Snake featuring Bipolar Sunshine
2016,2010s,81,On My Mind,Ellie Goulding
2016,2010s,82,Pop Style,Drake featuring Jay-Z and Kanye West[a]
2016,2010s,83,When We Were Young,Adele
2016,2010s,84,Hide Away,Daya
2016,2010s,85,Lean On,Major Lazer and DJ Snake featuring MØ
2016,2010s,86,I Know What You Did Last Summer,Shawn Mendes and Camila Cabello
2016,2010s,87,All the Way Up,Fat Joe and Remy Ma featuring French Montana and Infared
2016,2010s,88,Watch Me,Silentó
2016,2010s,89,Back to Sleep,Chris Brown
2016,2010s,90,No Limit,Usher featuring Young Thug
2016,2010s,91,Cut It,O.T. Genasis featuring Young Dolph
2016,2010s,92,Really Really,Kevin Gates
2016,2010s,93,All In My Head (Flex),Fifth Harmony featuring Fetty Wap
2016,2010s,94,Starving,Hailee Steinfeld and Grey featuring Zedd
2016,2010s,95,Adventure of a Lifetime,Coldplay
2016,2010s,96,Humble and Kind,Tim McGraw
2016,2010s,97,Wicked,Future
2016,2010s,98,Tiimmy Turner,Desiigner
2016,2010s,99,See You Again,Wiz Khalifa featuring Charlie Puth
2016,2010s,100,Perfect,One Direction
2017,2010s,1,Shape of You,Ed Sheeran
2017,2010s,2,Despacito (Remix),Luis Fonsi and Daddy Yankee featuring Justin Bieber
2017,2010s,3,That's What I Like,Bruno Mars
2017,2010s,4,Humble,Kendrick Lamar
2017,2010s,5,Something Just Like This,The Chainsmokers and Coldplay
2017,2010s,6,Bad and Boujee,Migos featuring Lil Uzi Vert
2017,2010s,7,Closer,The Chainsmokers featuring Halsey
2017,2010s,8,Body Like a Back Road,Sam Hunt
2017,2010s,9,Believer,Imagine Dragons
2017,2010s,10,Congratulations,Post Malone featuring Quavo
2017,2010s,11,Say You Won't Let Go,James Arthur
2017,2010s,12,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne"
2017,2010s,13,XO Tour Llif3,Lil Uzi Vert
2017,2010s,14,Mask Off,Future
2017,2010s,15,Unforgettable,French Montana featuring Swae Lee
2017,2010s,16,24K Magic,Bruno Mars
2017,2010s,17,Stay,Zedd and Alessia Cara
2017,2010s,18,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller
2017,2010s,19,Black Beatles,Rae Sremmurd featuring Gucci Mane
2017,2010s,20,Starboy,The Weeknd featuring Daft Punk
2017,2010s,21,Location,Khalid
2017,2010s,22,Attention,Charlie Puth
2017,2010s,23,There's Nothing Holdin' Me Back,Shawn Mendes
2017,2010s,24,Bodak Yellow,Cardi B
2017,2010s,25,Redbone,Childish Gambino
2017,2010s,26,I Don't Wanna Live Forever,Zayn and Taylor Swift
2017,2010s,27,It Ain't Me,Kygo and Selena Gomez
2017,2010s,28,iSpy,Kyle featuring Lil Yachty
2017,2010s,29,Issues,Julia Michaels
2017,2010s,30,Scars to Your Beautiful,Alessia Cara
2017,2010s,31,1-800-273-8255,Logic featuring Alessia Cara and Khalid
2017,2010s,32,Slow Hands,Niall Horan
2017,2010s,33,Love on the Brain,Rihanna
2017,2010s,34,I Feel It Coming,The Weeknd featuring Daft Punk
2017,2010s,35,Bounce Back,Big Sean
2017,2010s,36,Strip That Down,Liam Payne featuring Quavo
2017,2010s,37,Fake Love,Drake
2017,2010s,38,Don't Wanna Know,Maroon 5 featuring Kendrick Lamar
2017,2010s,39,Look What You Made Me Do,Taylor Swift
2017,2010s,40,Castle on the Hill,Ed Sheeran
2017,2010s,41,Bad Things,Machine Gun Kelly and Camila Cabello
2017,2010s,42,Paris,The Chainsmokers
2017,2010s,43,Side to Side,Ariana Grande featuring Nicki Minaj
2017,2010s,44,Rockabye,Clean Bandit featuring Sean Paul and Anne-Marie
2017,2010s,45,Feel It Still,Portugal. The Man
2017,2010s,46,Let Me Love You,DJ Snake featuring Justin Bieber
2017,2010s,47,Sorry Not Sorry,Demi Lovato
2017,2010s,48,Bank Account,21 Savage
2017,2010s,49,Can't Stop the Feeling!,Justin Timberlake
2017,2010s,50,Mi Gente,J Balvin and Willy William featuring Beyoncé
2017,2010s,51,Thunder,Imagine Dragons
2017,2010s,52,T-shirt,Migos
2017,2010s,53,Rake It Up,Yo Gotti featuring Nicki Minaj
2017,2010s,54,Mercy,Shawn Mendes
2017,2010s,55,Tunnel Vision,Kodak Black
2017,2010s,56,Rockstar,Post Malone featuring 21 Savage
2017,2010s,57,In Case You Didn't Know,Brett Young
2017,2010s,58,Heathens,Twenty One Pilots
2017,2010s,59,Now or Never,Halsey
2017,2010s,60,Caroline,Aminé
2017,2010s,61,Rolex,Ayo & Teo
2017,2010s,62,DNA,Kendrick Lamar
2017,2010s,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
2017,2010s,64,Swang,Rae Sremmurd
2017,2010s,65,Passionfruit,Drake
2017,2010s,66,Loyalty,Kendrick Lamar featuring Rihanna
2017,2010s,67,Praying,Kesha
2017,2010s,68,Goosebumps,Travis Scott
2017,2010s,69,Cold,Maroon 5 featuring Future
2017,2010s,70,Broccoli,DRAM featuring Lil Yachty
2017,2010s,71,Slide,Calvin Harris featuring Frank Ocean and Migos
2017,2010s,72,What Ifs,Kane Brown featuring Lauren Alaina
2017,2010s,73,Chained to the Rhythm,Katy Perry featuring Skip Marley
2017,2010s,74,Feels,"Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean"
2017,2010s,75,All Time Low,Jon Bellion
2017,2010s,76,Hurricane,Luke Combs
2017,2010s,77,Too Good at Goodbyes,Sam Smith
2017,2010s,78,Young Dumb & Broke,Khalid
2017,2010s,79,Magnolia,Playboi Carti
2017,2010s,80,Love Galore,SZA featuring Travis Scott
2017,2010s,81,Drowning,A Boogie wit da Hoodie featuring Kodak Black
2017,2010s,82,Starving,Hailee Steinfeld and Grey featuring Zedd
2017,2010s,83,Both,Gucci Mane featuring Drake
2017,2010s,84,What About Us,P!nk
2017,2010s,85,Swalla,Jason Derulo featuring Nicki Minaj and Ty Dolla Sign
2017,2010s,86,Slippery,Migos featuring Gucci Mane
2017,2010s,87,Sign of the Times,Harry Styles
2017,2010s,88,Water Under the Bridge,Adele
2017,2010s,89,Malibu,Miley Cyrus
2017,2010s,90,Down,Marian Hill
2017,2010s,91,No Promises,Cheat Codes featuring Demi Lovato
2017,2010s,92,Treat You Better,Shawn Mendes
2017,2010s,93,I Get the Bag,Gucci Mane featuring Migos
2017,2010s,94,Small Town Boy,Dustin Lynch
2017,2010s,95,Everyday We Lit,YFN Lucci featuring PnB Rock
2017,2010s,96,Havana,Camila Cabello featuring Young Thug
2017,2010s,97,What Lovers Do,Maroon 5 featuring SZA
2017,2010s,98,Do Re Mi,Blackbear
2017,2010s,99,Look at Me!,XXXTentacion
2017,2010s,100,The Fighter,Keith Urban featuring Carrie Underwood
2018,2010s,1,God's Plan,Drake
2018,2010s,2,Perfect,Ed Sheeran
2018,2010s,3,Meant to Be,Bebe Rexha featuring Florida Georgia Line
2018,2010s,4,Havana,Camila Cabello featuring Young Thug
2018,2010s,5,Rockstar,Post Malone featuring 21 Savage
2018,2010s,6,Psycho,Post Malone featuring Ty Dolla Sign
2018,2010s,7,I Like It,"Cardi B, Bad Bunny and J Balvin"
2018,2010s,8,The Middle,"Zedd, Maren Morris and Grey"
2018,2010s,9,In My Feelings,Drake
2018,2010s,10,Girls Like You,Maroon 5 featuring Cardi B
2018,2010s,11,Nice for What,Drake
2018,2010s,12,Lucid Dreams,Juice Wrld
2018,2010s,13,Better Now,Post Malone
2018,2010s,14,Finesse,Bruno Mars featuring Cardi B
2018,2010s,15,Boo'd Up,Ella Mai
2018,2010s,16,New Rules,Dua Lipa
2018,2010s,17,Sad!,XXXTentacion
2018,2010s,18,Never Be the Same,Camila Cabello
2018,2010s,19,Love Lies,Khalid and Normani
2018,2010s,20,No Tears Left to Cry,Ariana Grande
2018,2010s,21,Mine,Bazzi
2018,2010s,22,Thunder,Imagine Dragons
2018,2010s,23,Look Alive,BlocBoy JB featuring Drake
2018,2010s,24,Delicate,Taylor Swift
2018,2010s,25,Yes Indeed,Lil Baby and Drake
2018,2010s,26,Friends,Marshmello and Anne-Marie
2018,2010s,27,Bad at Love,Halsey
2018,2010s,28,Taste,Tyga featuring Offset
2018,2010s,29,Let You Down,NF
2018,2010s,30,No Limit,G-Eazy featuring ASAP Rocky and Cardi B
2018,2010s,31,Fefe,6ix9ine featuring Nicki Minaj and Murda Beatz
2018,2010s,32,Tequila,Dan + Shay
2018,2010s,33,Feel It Still,Portugal. The Man
2018,2010s,34,MotorSport,"Migos, Nicki Minaj and Cardi B"
